,date_added
3312,"June 26, 2020"
3313,"September 19, 2016"
3314,"January 1, 2020"
3315,"July 28, 2018"
3316,"July 28, 2018"
3317,"December 31, 2019"
3318,"July 1, 2019"
3319,"February 14, 2017"
3320,"November 10, 2016"
3321,"May 17, 2018"
3322,"January 16, 2018"
3323,"July 3, 2018"
3324,"July 19, 2018"
3325,"November 1, 2018"
3326,"November 1, 2018"
3327,"February 2, 2018"
3328,"July 1, 2018"
3329,"January 1, 2018"
3330,"May 5, 2017"
3331,"January 21, 2020"
3332,"September 18, 2015"
3333,"March 15, 2020"
3334,"February 22, 2017"
3335,"February 22, 2017"
3336,"March 14, 2017"
3337,"February 14, 2019"
3338,"October 31, 2019"
3339,"May 29, 2020"
3340,"December 27, 2019"
3341,"January 30, 2020"
3342,"April 2, 2019"
3343,"October 1, 2018"
3344,"July 13, 2018"
3345,"October 1, 2018"
3346,"April 11, 2017"
3347,"November 17, 2020"
3348,"February 8, 2019"
3349,"April 24, 2018"
3350,"February 20, 2019"
3351,"January 1, 2019"
3352,"August 1, 2019"
3353,"March 1, 2018"
3354,"May 1, 2018"
3355,"April 1, 2017"
3356,"October 1, 2018"
3357,"October 1, 2018"
3358,"September 1, 2017"
3359,"August 2, 2018"
3360,"March 15, 2018"
3361,"December 31, 2019"
3362,"March 1, 2018"
3363,"May 1, 2019"
3364,"October 6, 2017"
3365,"April 26, 2018"
3366,"December 8, 2016"
3367,"November 4, 2019"
3368,"April 1, 2019"
3369,"March 4, 2019"
3370,"November 1, 2020"
3371,"September 8, 2017"
3372,"July 12, 2019"
3373,"October 4, 2019"
3375,"January 1, 2020"
3376,"January 1, 2020"
3377,"February 23, 2017"
3378,"May 1, 2019"
3379,"June 15, 2019"
3380,"September 6, 2019"
3381,"February 17, 2017"
3382,"August 21, 2020"
3383,"December 16, 2018"
3384,"April 1, 2017"
3385,"November 14, 2020"
3386,"January 15, 2020"
3387,"April 1, 2020"
3388,"May 31, 2019"
3389,"July 19, 2020"
3390,"January 1, 2021"
3391,"August 1, 2020"
3392,"March 30, 2020"
3393,"March 15, 2018"
3394,"March 1, 2019"
3395,"April 1, 2020"
3396,"July 1, 2016"
3397,"September 21, 2019"
3398,"July 2, 2018"
3399,"November 1, 2019"
3400,"July 7, 2017"
3401,"July 1, 2020"
3402,"October 13, 2017"
3403,"October 1, 2018"
3404,"January 1, 2020"
3405,"October 29, 2018"
3406,"December 4, 2020"
3407,"October 12, 2020"
3408,"November 1, 2017"
3409,"October 1, 2018"
3410,"October 1, 2018"
3411,"May 1, 2017"
3412,"June 29, 2018"
3413,"January 1, 2020"
3414,"September 22, 2020"
3415,"May 26, 2019"
3416,"July 17, 2020"
3417,"December 15, 2018"
3418,"October 2, 2019"
3419,"August 21, 2017"
3420,"November 15, 2019"
3421,"August 13, 2019"
3422," December 1, 2019"
3423,"May 1, 2019"
3424,"November 1, 2020"
3425,"March 31, 2017"
3426,"October 1, 2019"
3427,"April 19, 2019"
3428,"April 30, 2019"
3429,"March 10, 2017"
3430,"March 10, 2017"
3431,"April 20, 2018"
3432,"May 31, 2019"
3433,"March 1, 2017"
3434,"April 24, 2020"
3435,"January 7, 2019"
3436,"February 16, 2018"
3437,"April 26, 2019"
3438,"May 4, 2018"
3439,"October 30, 2020"
3440,"November 3, 2018"
3441,"January 4, 2021"
3442,"December 31, 2019"
3443,"January 5, 2017"
3444,"September 8, 2017"
3445,"September 8, 2017"
3446,"September 8, 2017"
3447,"September 8, 2017"
3448,"November 17, 2017"
3449,"September 8, 2017"
3450,"September 8, 2017"
3451,"September 8, 2017"
3452,"November 7, 2018"
3453,"June 25, 2020"
3454,"July 8, 2019"
3455,"May 31, 2019"
3456,"October 31, 2015"
3457,"June 2, 2019"
3458,"January 1, 2019"
3459,"May 15, 2019"
3460,"April 1, 2020"
3461,"December 31, 2019"
3462,"September 2, 2016"
3463,"November 20, 2018"
3464,"April 1, 2020"
3465,"August 1, 2018"
3466,"December 1, 2012"
3467,"March 25, 2016"
3468,"October 6, 2017"
3469,"October 12, 2018"
3470,"August 1, 2018"
3471,"October 1, 2018"
3472,"January 15, 2021"
3473,"July 4, 2016"
3474,"January 8, 2019"
3475,"December 26, 2016"
3476,"March 10, 2017"
3477,"April 1, 2018"
3478,"May 15, 2019"
3479,"May 15, 2019"
3480,"March 12, 2018"
3481,"May 16, 2019"
3482,"March 1, 2018"
3483,"January 5, 2021"
3484,"August 2, 2019"
3485,"February 1, 2017"
3486,"March 1, 2018"
3487,"January 1, 2020"
3488,"April 3, 2020"
3489,"February 15, 2017"
3490,"November 17, 2018"
3491,"August 1, 2016"
3493,"October 16, 2017"
3494,"October 28, 2020"
3495,"January 14, 2019"
3496,"September 9, 2020"
3497,"June 28, 2019"
3498,"December 29, 2017"
3499,"November 18, 2016"
3500,"April 10, 2020"
3501,"April 2, 2018"
3502,"October 16, 2020"
3503,"November 29, 2019"
3504,"November 15, 2019"
3505,"January 15, 2019"
3506,"January 15, 2019"
3507,"March 1, 2018"
3508,"May 2, 2019"
3509,"September 7, 2018"
3510,"March 8, 2018"
3511,"March 27, 2020"
3512,"June 3, 2020"
3513,"August 5, 2017"
3514,"May 2, 2020"
3515,"November 10, 2017"
3516,"July 1, 2019"
3517,"March 8, 2019"
3518,"January 18, 2019"
3519,"April 1, 2018"
3520,"May 19, 2017"
3521,"January 10, 2021"
3522,"November 29, 2019"
3523,"December 1, 2019"
3524,"December 15, 2019"
3525,"July 1, 2017"
3526,"March 15, 2018"
3527,"August 1, 2017"
3528,"December 20, 2018"
3529,"September 14, 2020"
3530,"September 15, 2017"
3531,"February 15, 2019"
3532,"November 26, 2020"
3533,"February 1, 2016"
3534,"March 1, 2019"
3535,"March 15, 2019"
3536,"May 22, 2017"
3537,"May 6, 2019"
3538,"July 28, 2020"
3539,"March 11, 2020"
3540,"June 16, 2020"
3541,"December 21, 2018"
3542,"August 1, 2019"
3543,"January 1, 2019"
3544,"January 12, 2021"
3545,"March 15, 2019"
3546,"July 31, 2020"
3547,"August 2, 2016"
3548,"January 15, 2019"
3549,"December 29, 2019"
3550,"October 16, 2017"
3551,"March 1, 2019"
3552,"March 23, 2018"
3553,"May 1, 2018"
3554,"May 1, 2019"
3555,"October 16, 2019"
3556,"November 1, 2020"
3557,"November 15, 2019"
3558,"January 7, 2021"
3559,"April 15, 2020"
3560,"April 15, 2020"
3561,"April 15, 2020"
3562,"April 15, 2020"
3563,"July 1, 2017"
3564,"May 15, 2020"
3565,"August 1, 2018"
3566,"December 16, 2020"
3567,"December 26, 2018"
3568,"April 3, 2020"
3569,"January 16, 2020"
3570,"January 1, 2020"
3571,"March 30, 2018"
3572,"February 24, 2017"
3573,"October 5, 2019"
3574,"August 16, 2018"
3575,"January 18, 2019"
3576,"November 2, 2019"
3577,"November 1, 2019"
3578,"July 29, 2016"
3579,"February 1, 2019"
3580,"September 1, 2017"
3581," February 1, 2019"
3582,"February 1, 2019"
3583,"June 10, 2016"
3584,"June 15, 2018"
3585,"November 1, 2020"
3586,"November 1, 2020"
3587,"October 4, 2016"
3588,"August 6, 2017"
3589,"February 1, 2019"
3590,"February 1, 2019"
3591,"November 1, 2020"
3592,"November 1, 2020"
3593,"February 1, 2019"
3594,"November 1, 2020"
3595,"January 6, 2017"
3596,"June 14, 2019"
3597,"April 28, 2020"
3598,"June 10, 2020"
3599,"June 1, 2017"
3600,"August 20, 2018"
3601,"December 20, 2015"
3602,"March 15, 2017"
3603,"August 16, 2020"
3604,"January 14, 2020"
3605,"September 28, 2018"
3606,"November 6, 2017"
3607,"November 8, 2019"
3608,"March 31, 2017"
3609,"June 2, 2020"
3610,"August 8, 2019"
3611,"August 8, 2019"
3612,"November 28, 2019"
3613,"April 15, 2017"
3614,"December 4, 2020"
3615,"February 7, 2019"
3616,"November 2, 2019"
3617,"July 1, 2017"
3618,"February 1, 2018"
3619,"October 2, 2019"
3620,"February 14, 2020"
3621,"September 12, 2018"
3622,"April 1, 2017"
3623,"July 21, 2018"
3624,"November 1, 2018"
3625,"June 1, 2019"
3626,"December 28, 2018"
3627,"February 25, 2019"
3628,"April 22, 2015"
3629,"June 15, 2019"
3630,"August 1, 2017"
3631,"June 23, 2018"
3632,"June 20, 2016"
3633,"June 2, 2020"
3634,"May 28, 2019"
3635,"August 16, 2018"
3636,"May 18, 2020"
3637,"May 6, 2019"
3638,"August 3, 2018"
3639,"November 1, 2019"
3640,"March 4, 2020"
3641,"February 6, 2016"
3642,"December 17, 2018"
3643,"November 21, 2014"
3644,"October 1, 2019"
3645," October 1, 2019"
3646,"February 21, 2018"
3647,"December 1, 2018"
3648,"August 26, 2020"
3649,"December 21, 2018"
3650,"May 9, 2019"
3651,"January 4, 2019"
3652,"April 10, 2019"
3653,"October 19, 2020"
3654,"November 1, 2019"
3655,"October 1, 2019"
3656,"October 18, 2019"
3657,"June 1, 2017"
3658,"August 1, 2018"
3659,"September 1, 2017"
3660,"February 1, 2018"
3661,"March 15, 2018"
3662,"March 15, 2018"
3663,"January 12, 2017"
3664,"October 28, 2019"
3665,"November 1, 2020"
3666,"December 1, 2020"
3667,"July 4, 2020"
3668,"December 1, 2018"
3669,"July 11, 2019"
3670,"April 22, 2019"
3671,"August 19, 2020"
3672,"October 19, 2019"
3673,"July 15, 2020"
3674,"November 27, 2019"
3675,"January 14, 2017"
3676,"November 9, 2019"
3677,"June 30, 2017"
3678,"February 1, 2019"
3679,"April 23, 2017"
3680,"February 5, 2019"
3681,"January 7, 2020"
3682,"January 1, 2020"
3683,"May 22, 2020"
3684,"October 2, 2019"
3685,"October 18, 2019"
3686,"July 25, 2016"
3687,"November 15, 2019"
3688,"December 23, 2016"
3689,"May 4, 2018"
3690,"February 1, 2019"
3691,"December 31, 2017"
3692,"April 1, 2018"
3693,"October 1, 2018"
3694,"May 21, 2020"
3695,"January 1, 2019"
3696,"July 15, 2018"
3697,"February 7, 2020"
3698,"September 13, 2019"
3699,"July 31, 2020"
3700,"May 7, 2020"
3701,"July 30, 2017"
3702,"August 1, 2017"
3703,"May 1, 2017"
3704,"November 1, 2019"
3705,"June 18, 2020"
3706," May 1, 2018"
3707,"November 1, 2019"
3708,"November 9, 2018"
3709,"January 1, 2021"
3710,"December 22, 2020"
3711,"March 31, 2017"
3712,"September 29, 2017"
3713,"November 12, 2017"
3714,"November 17, 2017"
3715,"September 1, 2019"
3716,"December 1, 2018"
3717,"August 16, 2018"
3718,"April 9, 2016"
3719,"September 1, 2017"
3720,"November 20, 2019"
3721,"June 29, 2018"
3722,"August 12, 2017"
3723,"December 15, 2017"
3724,"August 1, 2018"
3725,"September 15, 2019"
3726,"March 1, 2019"
3727,"May 1, 2017"
3728,"December 3, 2016"
3729,"June 19, 2020"
3730," April 17, 2016"
3731,"March 13, 2020"
3732,"December 21, 2019"
3733,"December 24, 2019"
3734,"October 5, 2018"
3735,"November 13, 2018"
3736,"April 4, 2017"
3737,"September 16, 2016"
3738,"August 15, 2016"
3739,"March 9, 2018"
3740,"December 21, 2018"
3741,"November 4, 2020"
3742,"April 24, 2020"
3743,"April 27, 2020"
3744,"August 22, 2019"
3745,"November 30, 2018"
3746,"January 20, 2018"
3747,"September 1, 2018"
3748,"November 1, 2016"
3749,"March 1, 2018"
3750,"October 1, 2016"
3751,"August 1, 2016"
3752,"February 17, 2020"
3753,"November 1, 2016"
3754,"October 6, 2019"
3755,"February 10, 2020"
3756,"February 17, 2017"
3757,"August 1, 2018"
3758,"June 1, 2019"
3759,"May 12, 2020"
3760,"March 1, 2017"
3761,"April 29, 2020"
3762,"February 1, 2020"
3763,"November 1, 2019"
3764,"October 15, 2020"
3765,"February 22, 2017"
3766,"November 1, 2016"
3767,"May 1, 2018"
3768,"November 1, 2016"
3769,"April 1, 2019"
3770,"January 31, 2019"
3771,"August 16, 2018"
3772,"July 22, 2020"
3773,"February 14, 2018"
3774,"May 1, 2018"
3775,"June 18, 2018"
3776,"July 15, 2019"
3777,"April 25, 2019"
3778,"August 1, 2017"
3779,"April 10, 2020"
3780,"December 17, 2020"
3781,"January 5, 2019"
3782,"July 26, 2019"
3783,"November 1, 2019"
3784,"March 15, 2019"
3785,"September 3, 2020"
3786,"November 20, 2019"
3787,"October 18, 2019"
3788,"June 1, 2017"
3789,"September 3, 2018"
3790,"May 15, 2017"
3791,"December 22, 2020"
3792,"May 7, 2017"
3793,"November 16, 2020"
3794,"July 1, 2018"
3795,"April 26, 2019"
3796,"August 16, 2018"
3797,"May 16, 2019"
3798,"March 18, 2020"
3799,"April 18, 2017"
3800,"May 4, 2020"
3801,"January 1, 2020"
3802,"November 5, 2019"
3803,"March 3, 2020"
3804,"July 15, 2018"
3805,"July 6, 2018"
3806,"June 2, 2017"
3807,"August 21, 2020"
3808,"December 15, 2019"
3809,"June 15, 2019"
3810,"October 16, 2017"
3811,"September 1, 2016"
3812,"November 15, 2017"
3813,"November 12, 2020"
3814,"November 28, 2019"
3815,"July 12, 2019"
3816,"June 7, 2019"
3817,"January 31, 2020"
3818,"November 17, 2017"
3819,"July 20, 2018"
3820,"April 19, 2019"
3821,"August 31, 2019"
3822,"January 8, 2021"
3823,"May 15, 2018"
3824,"April 5, 2019"
3825,"July 15, 2016"
3826,"June 15, 2018"
3827,"October 1, 2018"
3828,"August 22, 2017"
3829,"July 1, 2018"
3830,"December 18, 2020"
3831,"December 18, 2020"
3832,"January 1, 2018"
3833,"April 20, 2016"
3834,"October 15, 2017"
3835,"November 22, 2020"
3836,"April 12, 2017"
3837,"August 1, 2020"
3838," March 22, 2015"
3839,"November 1, 2019"
3840,"November 1, 2010"
3841,"September 20, 2018"
3842,"February 17, 2017"
3843,"May 1, 2020"
3844,"May 15, 2020"
3845,"January 1, 2018"
3846,"January 12, 2020"
3847,"September 28, 2018"
3848,"January 10, 2021"
3849,"July 5, 2020"
3850,"August 26, 2017"
3851,"March 31, 2019"
3852,"July 14, 2016"
3853,"June 21, 2019"
3854,"May 15, 2020"
3855,"June 10, 2017"
3856,"December 20, 2015"
3857,"October 15, 2019"
3858,"June 12, 2020"
3859,"April 1, 2020"
3860,"January 1, 2020"
3861,"February 22, 2017"
3862,"August 1, 2018"
3863,"January 30, 2019"
3864,"April 15, 2017"
3865,"April 1, 2017"
3866,"December 1, 2019"
3867,"March 1, 2018"
3868,"August 16, 2018"
3869,"December 26, 2016"
3870,"November 1, 2019"
3871,"August 2, 2018"
3872,"April 1, 2018"
3873,"October 1, 2018"
3874,"December 31, 2019"
3875,"January 1, 2018"
3876,"September 29, 2017"
3877,"October 19, 2018"
3878,"August 26, 2020"
3879,"March 26, 2020"
3880,"May 28, 2020"
3881,"June 15, 2018"
3882,"November 15, 2018"
3883,"September 26, 2019"
3884,"May 14, 2020"
3885,"March 2, 2018"
3886,"October 5, 2018"
3887,"May 13, 2019"
3888,"August 4, 2020"
3889,"June 3, 2019"
3890,"February 1, 2019"
3891,"November 20, 2019"
3892,"July 10, 2020"
3893,"November 30, 2017"
3894,"April 1, 2020"
3895,"July 26, 2018"
3896,"June 10, 2017"
3897,"September 4, 2018"
3898,"December 1, 2018"
3899,"September 30, 2020"
3900,"January 1, 2020"
3901,"April 1, 2018"
3902,"April 16, 2017"
3903,"March 15, 2018"
3904,"September 8, 2017"
3905,"May 4, 2018"
3906,"December 7, 2020"
3907,"September 21, 2018"
3908,"August 31, 2020"
3909,"October 1, 2018"
3910,"December 4, 2020"
3911,"September 23, 2019"
3912,"September 28, 2020"
3913,"January 15, 2018"
3914,"September 28, 2020"
3915,"September 1, 2017"
3916,"January 1, 2020"
3917,"October 27, 2015"
3918,"November 30, 2018"
3919,"December 15, 2017"
3920,"December 15, 2017"
3921,"August 1, 2019"
3922,"February 2, 2019"
3923,"December 16, 2018"
3924,"April 27, 2017"
3925,"January 5, 2019"
3926,"November 13, 2019"
3927,"December 1, 2020"
3928,"March 10, 2020"
3929,"November 1, 2018"
3930,"September 5, 2017"
3931,"June 14, 2020"
3932,"June 1, 2019"
3933,"August 3, 2018"
3934,"June 15, 2017"
3935,"July 1, 2016"
3936,"December 26, 2015"
3937,"May 17, 2019"
3938,"May 2, 2017"
3939,"August 25, 2018"
3940,"December 9, 2016"
3941,"September 13, 2019"
3942,"September 19, 2016"
3943,"May 1, 2016"
3944,"June 14, 2019"
3945,"February 27, 2018"
3947,"February 1, 2017"
3948,"August 23, 2019"
3949,"December 6, 2019"
3950,"April 13, 2020"
3951," November 1, 2019"
3952,"February 23, 2018"
3953,"August 16, 2018"
3954,"December 1, 2019"
3955,"January 1, 2018"
3956,"October 14, 2019"
3957,"March 15, 2018"
3958,"March 15, 2015"
3959,"December 16, 2020"
3960,"December 16, 2020"
3961,"February 24, 2016"
3962,"October 30, 2020"
3963,"October 19, 2018"
3964,"January 4, 2017"
3965,"September 7, 2018"
3966,"February 16, 2014"
3967,"June 14, 2019"
3968,"June 22, 2018"
3969,"August 18, 2017"
3970,"January 18, 2019"
3971,"July 17, 2018"
3972,"July 5, 2020"
3973,"July 9, 2019"
3974,"July 26, 2019"
3975,"August 28, 2020"
3976,"March 19, 2020"
3977,"December 9, 2020"
3978,"October 13, 2016"
3979,"May 1, 2020"
3980,"October 1, 2016"
3981,"February 1, 2016"
3982,"March 27, 2020"
3983,"December 31, 2019"
3984,"February 1, 2018"
3985,"May 12, 2017"
3986,"October 23, 2019"
3987,"May 14, 2020"
3988,"August 1, 2018"
3989,"May 1, 2020"
3990,"February 15, 2018"
3991,"January 26, 2018"
3992,"July 17, 2019"
3993,"April 16, 2020"
3994,"January 15, 2017"
3995,"November 15, 2018"
3996,"August 26, 2018"
3997,"July 20, 2019"
3998,"May 1, 2017"
3999,"June 1, 2017"
4000,"August 23, 2019"
4001,"September 2, 2018"
4002,"August 1, 2017"
4003,"January 1, 2018"
4004,"February 14, 2017"
4005,"November 10, 2017"
4006,"July 1, 2019"
4007,"January 1, 2021"
4008,"July 1, 2019"
4009,"September 16, 2020"
4010,"November 9, 2018"
4011,"January 10, 2020"
4012,"May 1, 2020"
4013,"March 9, 2018"
4014,"October 1, 2019"
4015,"November 4, 2019"
4016,"August 18, 2020"
4017,"October 25, 2017"
4018,"July 12, 2019"
4019,"June 1, 2020"
4020,"July 12, 2019"
4021,"October 15, 2018"
4022,"October 30, 2019"
4023,"August 1, 2018"
4024,"June 21, 2019"
4025,"July 1, 2018"
4026,"February 19, 2018"
4027,"November 12, 2020"
4028,"December 2, 2018"
4029,"June 19, 2019"
4030,"January 18, 2019"
4031,"October 19, 2019"
4032,"October 1, 2019"
4033,"August 10, 2020"
4034,"June 11, 2020"
4035,"January 25, 2020"
4036,"August 27, 2017"
4037,"February 13, 2019"
4038,"May 12, 2019"
4039,"December 4, 2016"
4040,"April 20, 2018"
4041,"November 22, 2016"
4042,"March 31, 2019"
4043,"May 1, 2018"
4044,"May 31, 2019"
4045,"January 1, 2019"
4046,"December 1, 2016"
4047,"December 15, 2016"
4048,"November 28, 2019"
4049,"June 5, 2020"
4050,"September 21, 2019"
4051,"August 21, 2018"
4052,"August 4, 2017"
4053,"January 1, 2020"
4054,"October 28, 2020"
4055,"February 10, 2017"
4056,"July 14, 2018"
4057,"April 1, 2018"
4058,"December 31, 2018"
4059,"February 1, 2017"
4060,"December 25, 2019"
4061,"August 30, 2019"
4062,"January 25, 2019"
4063,"January 1, 2018"
4064,"August 1, 2019"
4065,"January 1, 2020"
4066,"July 5, 2020"
4067,"February 7, 2017"
4068,"November 25, 2016"
4069,"June 1, 2017"
4070,"September 15, 2020"
4071,"September 29, 2020"
4072,"December 10, 2019"
4073,"June 10, 2020"
4074,"March 3, 2019"
4075,"April 21, 2020"
4076,"November 5, 2020"
4077,"June 1, 2020"
4078,"October 31, 2019"
4079,"April 1, 2019"
4080,"September 7, 2020"
4081,"September 22, 2020"
4082,"December 5, 2020"
4083,"September 25, 2020"
4084,"October 18, 2019"
4085,"March 5, 2020"
4086,"January 8, 2021"
4087,"January 1, 2016"
4088,"January 1, 2016"
4089,"April 1, 2020"
4090,"May 2, 2020"
4091,"February 28, 2017"
4092,"November 26, 2019"
4093,"November 22, 2019"
4094,"December 18, 2015"
4095,"June 25, 2019"
4096,"January 12, 2018"
4097,"November 1, 2020"
4098,"June 13, 2020"
4099,"March 6, 2020"
4100,"July 16, 2020"
4101,"February 16, 2017"
4102,"November 5, 2019"
4103,"August 26, 2020"
4104,"August 27, 2019"
4105,"August 15, 2017"
4106,"June 1, 2017"
4107,"January 15, 2020"
4108,"May 12, 2017"
4109,"August 16, 2019"
4110,"February 28, 2019"
4111,"April 6, 2020"
4112,"November 27, 2018"
4113," September 16, 2018"
4114,"June 1, 2017"
4115,"October 1, 2019"
4116,"November 4, 2019"
4117,"August 1, 2018"
4118,"December 15, 2018"
4119,"June 1, 2018"
4120,"March 13, 2020"
4121,"February 1, 2020"
4122,"March 22, 2019"
4123,"June 1, 2020"
4124,"June 4, 2019"
4125,"April 24, 2020"
4126,"February 20, 2017"
4127,"August 8, 2019"
4128,"April 15, 2020"
4129,"August 3, 2019"
4130,"February 1, 2020"
4131,"November 20, 2020"
4132,"January 31, 2020"
4133,"November 19, 2019"
4134,"May 5, 2018"
4135,"October 1, 2017"
4136,"December 8, 2016"
4137,"November 4, 2020"
4138,"December 20, 2018"
4139,"September 2, 2015"
4140,"December 19, 2017"
4141,"December 15, 2016"
4142,"October 20, 2017"
4143,"August 1, 2016"
4144,"January 7, 2017"
4145,"December 19, 2016"
4146,"February 16, 2020"
4147,"August 15, 2014"
4148,"August 13, 2017"
4149,"May 16, 2019"
4150,"July 29, 2019"
4151,"August 7, 2017"
4152,"July 26, 2018"
4153,"January 24, 2014"
4154,"October 9, 2018"
4155,"September 30, 2019"
4156,"May 22, 2018"
4157,"September 20, 2018"
4158,"November 1, 2019"
4159,"May 22, 2020"
4160,"August 1, 2020"
4161,"May 1, 2017"
4162,"December 20, 2020"
4163,"June 30, 2018"
4164,"August 2, 2018"
4165,"July 26, 2018"
4166,"September 1, 2019"
4167,"July 1, 2019"
4168,"April 1, 2020"
4169,"August 21, 2018"
4170,"July 1, 2017"
4171,"April 13, 2020"
4172,"January 1, 2019"
4173,"January 1, 2021"
4174,"October 15, 2017"
4175,"July 12, 2019"
4176,"April 3, 2020"
4177,"November 1, 2019"
4178,"April 26, 2019"
4179,"October 18, 2019"
4180,"March 31, 2017"
4181,"September 2, 2018"
4182,"March 19, 2016"
4183,"June 15, 2019"
4184,"April 4, 2018"
4185,"March 1, 2018"
4186,"September 29, 2015"
4187,"February 15, 2020"
4188,"January 1, 2018"
4189,"January 30, 2018"
4190,"January 1, 2018"
4191,"January 1, 2018"
4192,"January 1, 2018"
4193,"March 1, 2018"
4194,"October 1, 2017"
4195,"March 24, 2018"
4196,"October 1, 2017"
4197,"July 7, 2015"
4198,"January 1, 2018"
4199,"December 1, 2020"
4200,"December 1, 2017"
4201,"May 15, 2020"
4202,"January 1, 2020"
4203,"January 10, 2020"
4204,"May 1, 2020"
4205,"July 26, 2019"
4206,"July 26, 2019"
4207,"January 2, 2019"
4208,"October 2, 2018"
4209,"October 2, 2018"
4210,"October 2, 2018"
4211,"October 2, 2018"
4212,"October 2, 2018"
4213,"October 2, 2018"
4214,"October 2, 2018"
4215,"October 2, 2018"
4216,"October 2, 2018"
4217,"October 2, 2018"
4218,"October 2, 2018"
4219,"October 2, 2018"
4220,"October 25, 2019"
4221,"January 1, 2020"
4222,"May 21, 2019"
4223,"September 8, 2017"
4224,"November 1, 2017"
4225,"March 13, 2019"
4226,"December 17, 2020"
4227,"November 1, 2018"
4228,"November 21, 2019"
4229,"February 1, 2018"
4230,"February 15, 2018"
4231,"January 1, 2019"
4232,"July 11, 2018"
4233,"June 19, 2020"
4234,"May 1, 2017"
4235,"November 26, 2020"
4236,"November 3, 2020"
4237,"May 19, 2017"
4238,"January 20, 2020"
4239,"October 1, 2018"
4240,"June 28, 2019"
4241,"July 6, 2017"
4242,"October 1, 2018"
4243,"October 23, 2020"
4244,"April 9, 2019"
4245,"September 1, 2019"
4246,"April 27, 2018"
4247,"December 7, 2018"
4248,"October 18, 2018"
4249,"December 22, 2018"
4250,"August 1, 2020"
4251,"June 15, 2017"
4252,"December 8, 2020"
4253,"August 11, 2020"
4254,"December 31, 2016"
4255,"February 16, 2020"
4256,"June 2, 2020"
4257,"December 26, 2017"
4258,"July 8, 2018"
4259,"August 16, 2018"
4260,"September 1, 2019"
4261," April 16, 2019"
4262,"May 1, 2020"
4263,"June 6, 2019"
4264,"November 5, 2017"
4265,"October 1, 2016"
4266,"September 27, 2017"
4267,"July 8, 2020"
4268,"March 10, 2017"
4269,"January 1, 2021"
4270,"November 17, 2017"
4271,"October 1, 2018"
4272,"May 21, 2020"
4273,"December 31, 2019"
4274,"September 1, 2017"
4275,"December 18, 2020"
4276,"November 15, 2016"
4277,"July 5, 2020"
4278,"April 15, 2019"
4279,"November 1, 2018"
4280,"May 1, 2019"
4281,"November 1, 2018"
4282,"January 26, 2018"
4283,"September 1, 2020"
4284,"April 1, 2020"
4285,"December 15, 2017"
4286,"October 1, 2018"
4287,"March 1, 2018"
4288,"December 28, 2018"
4289,"June 14, 2019"
4290,"September 1, 2018"
4291,"April 29, 2020"
4292,"April 17, 2018"
4293,"October 1, 2016"
4294,"April 19, 2019"
4295,"December 3, 2020"
4296,"January 2, 2018"
4297," June 1, 2017"
4298,"February 23, 2018"
4299,"May 20, 2020"
4300,"November 1, 2019"
4301,"November 15, 2018"
4302,"November 19, 2020"
4303,"October 17, 2018"
4304,"October 17, 2018"
4305,"March 18, 2016"
4306,"October 1, 2016"
4307,"July 1, 2018"
4308,"October 30, 2018"
4309,"October 5, 2019"
4310,"June 12, 2018"
4311,"April 19, 2019"
4312,"November 14, 2019"
4313,"April 18, 2019"
4314,"January 23, 2018"
4315,"February 27, 2019"
4316,"August 15, 2017"
4317,"July 26, 2019"
4318,"October 1, 2018"
4319,"May 7, 2018"
4320,"January 1, 2020"
4321,"December 1, 2017"
4322,"February 7, 2020"
4323,"March 1, 2017"
4324,"June 2, 2020"
4325,"July 22, 2019"
4326,"March 20, 2019"
4327,"October 1, 2017"
4328,"November 1, 2017"
4329,"June 10, 2017"
4330,"October 1, 2018"
4331,"December 1, 2015"
4332,"October 1, 2016"
4333,"December 17, 2014"
4334,"October 1, 2018"
4335,"November 25, 2018"
4336,"November 12, 2018"
4337,"June 10, 2020"
4338,"September 25, 2020"
4339,"November 15, 2019"
4340,"October 21, 2020"
4341,"October 25, 2019"
4342,"September 7, 2020"
4343,"June 9, 2017"
4344,"March 4, 2019"
4345,"March 6, 2015"
4346,"August 1, 2020"
4347,"May 1, 2018"
4348,"March 15, 2019"
4349,"December 30, 2016"
4350,"November 15, 2019"
4351,"August 16, 2018"
4352,"July 13, 2017"
4353,"April 25, 2020"
4354,"June 1, 2020"
4355,"September 1, 2019"
4356,"May 19, 2020"
4357,"October 9, 2020"
4358,"April 23, 2020"
4359,"April 23, 2020"
4360,"October 1, 2018"
4361,"February 1, 2019"
4362,"September 10, 2018"
4363,"February 15, 2019"
4364,"July 25, 2018"
4365,"November 8, 2016"
4366,"May 30, 2019"
4367,"December 13, 2019"
4368,"April 18, 2019"
4369,"August 4, 2020"
4370,"March 15, 2018"
4371,"November 22, 2018"
4372,"January 1, 2021"
4373,"May 21, 2020"
4374,"September 1, 2019"
4375,"July 1, 2017"
4376,"August 1, 2018"
4377,"November 28, 2019"
4378,"December 23, 2017"
4379,"October 19, 2018"
4380,"August 28, 2018"
4381,"October 1, 2018"
4382,"November 1, 2019"
4383,"April 29, 2020"
4384,"February 5, 2017"
4385,"August 1, 2020"
4386,"April 1, 2020"
4387,"October 25, 2019"
4388,"January 17, 2020"
4389,"November 22, 2019"
4390,"January 5, 2021"
4391,"October 25, 2019"
